0.000000000000000000e+00 1.000000000000000000e+01 3.560000000000000053e+00 9.220999999999999375e+01 3.720000000000000284e+01 3.400000000000000244e-01 5.500000000000000444e-01 1.848100000000000000e+04 1.469200000000000000e+04 7.563329999999999927e+03 1.052579999999999927e+04 6.526229999999999563e+03 9.808549999999999272e+03 3.102000000000000000e+03 8.346000000000000000e+03 2.873340000000000146e+03 1.579230000000000018e+03 3.252230000000000000e+05 4.526090000000000000e+05 1.340000000000000000e+02 5.922999999999999687e+01 7.007999999999999829e+01 9.089999999999999858e+00 5.300000000000000266e-01 2.500000000000000000e-01
0.000000000000000000e+00 1.000000000000000000e+01 5.100000000000000089e-01 9.298999999999999488e+01 3.778999999999999915e+01 3.300000000000000155e-01 4.799999999999999822e-01 7.123000000000000000e+03 1.116100000000000000e+04 4.946670000000000073e+03 9.752329999999999927e+03 4.274300000000000182e+03 9.414780000000000655e+03 4.097000000000000000e+03 8.220000000000000000e+03 1.058079999999999927e+03 1.137539999999999964e+03 2.968000000000000000e+04 5.851400000000000000e+04 2.200000000000000000e+01 5.957999999999999829e+01 7.068999999999999773e+01 1.001999999999999957e+01 7.600000000000000089e-01 2.000000000000000042e-02
0.000000000000000000e+00 1.000000000000000000e+01 2.800000000000000266e-01 9.395999999999999375e+01 3.796000000000000085e+01 1.300000000000000044e-01 4.500000000000000111e-01 7.970000000000000000e+03 1.084200000000000000e+04 6.710000000000000000e+03 9.722329999999999927e+03 4.983000000000000000e+03 9.064000000000000000e+03 4.983000000000000000e+03 9.064000000000000000e+03 1.263359999999999900e+03 7.957999999999999545e+02 2.013000000000000000e+04 2.916700000000000000e+04 1.400000000000000000e+01 6.040999999999999659e+01 7.126000000000000512e+01 1.006000000000000050e+01 5.500000000000000444e-01 1.000000000000000021e-02
0.000000000000000000e+00 1.000000000000000000e+01 3.209999999999999964e+00 9.351000000000000512e+01 3.713000000000000256e+01 1.100000000000000006e-01 8.199999999999999512e-01 1.733800000000000000e+04 1.557400000000000000e+04 8.433229999999999563e+03 1.061420000000000073e+04 7.267750000000000000e+03 9.974270000000000437e+03 3.095000000000000000e+03 8.715000000000000000e+03 3.477010000000000218e+03 1.646799999999999955e+03 2.614300000000000000e+05 3.290390000000000000e+05 1.120000000000000000e+02 6.017000000000000171e+01 7.087999999999999545e+01 9.949999999999999289e+00 4.500000000000000111e-01 1.700000000000000122e-01
0.000000000000000000e+00 1.000000000000000000e+01 2.800000000000000266e-01 9.370999999999999375e+01 3.724000000000000199e+01 1.300000000000000044e-01 4.500000000000000111e-01 1.015300000000000000e+04 1.344000000000000000e+04 9.296329999999999927e+03 1.078229999999999927e+04 7.994000000000000000e+03 8.683000000000000000e+03 7.994000000000000000e+03 8.683000000000000000e+03 9.360499999999999545e+02 1.981759999999999991e+03 2.788900000000000000e+04 3.234700000000000000e+04 1.400000000000000000e+01 6.022999999999999687e+01 7.098999999999999488e+01 1.073000000000000043e+01 6.700000000000000400e-01 1.000000000000000021e-02
0.000000000000000000e+00 1.000000000000000000e+01 2.229999999999999982e+00 9.396999999999999886e+01 3.754999999999999716e+01 3.699999999999999956e-01 5.000000000000000000e-01 1.311800000000000000e+04 1.664900000000000000e+04 7.426050000000000182e+03 1.142529999999999927e+04 7.171550000000000182e+03 1.072610000000000036e+04 3.233000000000000000e+03 8.497000000000000000e+03 2.827530000000000200e+03 2.434300000000000182e+03 1.485210000000000000e+05 2.285060000000000000e+05 7.800000000000000000e+01 5.989999999999999858e+01 7.164000000000000057e+01 1.047000000000000064e+01 5.000000000000000000e-01 1.100000000000000006e-01
0.000000000000000000e+00 1.000000000000000000e+01 4.610000000000000320e+00 9.426999999999999602e+01 3.779999999999999716e+01 2.899999999999999800e-01 5.899999999999999689e-01 1.232400000000000000e+04 1.779400000000000000e+04 5.991470000000000255e+03 1.156610000000000036e+04 5.407380000000000109e+03 1.105520000000000073e+04 2.089000000000000000e+03 8.367000000000000000e+03 2.509900000000000091e+03 2.314940000000000055e+03 2.815990000000000000e+05 5.436070000000000000e+05 1.560000000000000000e+02 6.090999999999999659e+01 7.104000000000000625e+01 1.135999999999999943e+01 4.600000000000000200e-01 2.899999999999999800e-01
0.000000000000000000e+00 1.000000000000000000e+01 6.440000000000000391e+00 9.321999999999999886e+01 3.729999999999999716e+01 2.700000000000000178e-01 4.600000000000000200e-01 1.100800000000000000e+04 1.732100000000000000e+04 5.098399999999999636e+03 9.955770000000000437e+03 5.096750000000000000e+03 9.365479999999999563e+03 1.550000000000000000e+03 6.069000000000000000e+03 2.025160000000000082e+03 2.447769999999999982e+03 4.792500000000000000e+05 9.358420000000000000e+05 2.240000000000000000e+02 5.925000000000000000e+01 7.112999999999999545e+01 1.096000000000000085e+01 5.400000000000000355e-01 5.999999999999999778e-01
0.000000000000000000e+00 1.000000000000000000e+01 3.300000000000000155e-01 9.379999999999999716e+01 3.807000000000000028e+01 3.900000000000000133e-01 4.699999999999999734e-01 3.846000000000000000e+03 1.202900000000000000e+04 3.027329999999999927e+03 9.244670000000000073e+03 1.893000000000000000e+03 6.989000000000000000e+03 1.893000000000000000e+03 6.989000000000000000e+03 8.279600000000000364e+02 2.091250000000000000e+03 9.082000000000000000e+03 2.773400000000000000e+04 1.400000000000000000e+01 5.999000000000000199e+01 7.123999999999999488e+01 1.116999999999999993e+01 7.299999999999999822e-01 1.000000000000000021e-02
0.000000000000000000e+00 1.000000000000000000e+01 1.580000000000000071e+00 9.478000000000000114e+01 3.750000000000000000e+01 2.600000000000000089e-01 6.600000000000000311e-01 1.144000000000000000e+04 1.611000000000000000e+04 7.129800000000000182e+03 1.135360000000000036e+04 6.436750000000000000e+03 1.130279999999999927e+04 4.769000000000000000e+03 8.560000000000000000e+03 1.827980000000000018e+03 2.001000000000000000e+03 1.069470000000000000e+05 1.703040000000000000e+05 5.600000000000000000e+01 6.075999999999999801e+01 7.185999999999999943e+01 1.132000000000000028e+01 5.699999999999999512e-01 8.000000000000000167e-02
0.000000000000000000e+00 1.000000000000000000e+01 4.900000000000000355e+00 9.418000000000000682e+01 3.689999999999999858e+01 2.600000000000000089e-01 5.400000000000000355e-01 1.685000000000000000e+04 2.470100000000000000e+04 8.119930000000000291e+03 1.205570000000000073e+04 7.754979999999999563e+03 1.148229999999999927e+04 1.731000000000000000e+03 7.781000000000000000e+03 2.928730000000000018e+03 2.991280000000000200e+03 4.709560000000000000e+05 6.992280000000000000e+05 1.560000000000000000e+02 6.029999999999999716e+01 7.156999999999999318e+01 1.050999999999999979e+01 5.100000000000000089e-01 3.699999999999999956e-01
