1.000000000000000000e+01 2.500000000000000000e-01 9.321999999999999886e+01 4.230000000000000426e+00 1.300000000000000044e-01 4.500000000000000111e-01 7.244000000000000000e+03 1.054500000000000000e+04 5.034329999999999927e+03 8.780670000000000073e+03 1.937000000000000000e+03 7.038000000000000000e+03 1.937000000000000000e+03 7.038000000000000000e+03 2.255659999999999854e+03 1.431809999999999945e+03 1.510300000000000000e+04 2.634200000000000000e+04 1.400000000000000000e+01 7.239000000000000057e+01 5.742999999999999972e+01 1.232000000000000028e+01 7.399999999999999911e-01 1.000000000000000021e-02
1.000000000000000000e+01 5.999999999999999778e-01 9.415000000000000568e+01 4.240000000000000213e+00 3.499999999999999778e-01 2.300000000000000100e-01 8.230000000000000000e+03 1.147900000000000000e+04 6.992829999999999927e+03 9.255500000000000000e+03 6.883689999999999600e+03 9.053500000000000000e+03 4.916000000000000000e+03 7.167000000000000000e+03 1.082910000000000082e+03 1.649069999999999936e+03 4.195700000000000000e+04 5.553300000000000000e+04 2.600000000000000000e+01 7.209999999999999432e+01 5.917999999999999972e+01 1.277999999999999936e+01 6.400000000000000133e-01 2.000000000000000042e-02
1.000000000000000000e+01 3.200000000000000067e-01 8.642000000000000171e+01 3.899999999999999911e+00 7.600000000000000089e-01 1.199999999999999956e-01 6.341000000000000000e+03 8.216000000000000000e+03 3.920000000000000000e+03 7.774329999999999927e+03 2.778409999999999854e+03 7.820680000000000291e+03 2.525000000000000000e+03 7.214000000000000000e+03 1.497759999999999991e+03 3.768999999999999773e+02 2.352000000000000000e+04 4.664600000000000000e+04 2.600000000000000000e+01 5.292000000000000171e+01 6.628000000000000114e+01 1.657999999999999829e+01 6.999999999999999556e-01 1.000000000000000021e-02
1.000000000000000000e+01 9.899999999999999911e-01 8.696999999999999886e+01 4.230000000000000426e+00 2.899999999999999800e-01 2.899999999999999800e-01 1.420700000000000000e+04 1.528600000000000000e+04 6.584779999999999745e+03 1.070610000000000036e+04 5.046539999999999964e+03 8.161000000000000000e+03 1.106000000000000000e+03 7.686000000000000000e+03 4.287739999999999782e+03 2.961769999999999982e+03 5.926300000000000000e+04 9.635500000000000000e+04 3.600000000000000000e+01 5.331000000000000227e+01 6.662999999999999545e+01 1.682999999999999829e+01 5.699999999999999512e-01 4.000000000000000083e-02
1.000000000000000000e+01 2.399999999999999911e-01 8.737000000000000455e+01 5.240000000000000213e+00 4.699999999999999734e-01 3.200000000000000067e-01 7.136000000000000000e+03 9.677000000000000000e+03 6.049250000000000000e+03 7.951750000000000000e+03 5.761810000000000400e+03 7.081300000000000182e+03 4.344000000000000000e+03 7.019000000000000000e+03 1.115519999999999982e+03 1.071670000000000073e+03 2.419700000000000000e+04 3.180700000000000000e+04 1.800000000000000000e+01 5.353000000000000114e+01 6.685999999999999943e+01 1.725000000000000000e+01 7.700000000000000178e-01 1.000000000000000021e-02
1.000000000000000000e+01 4.299999999999999933e-01 8.768000000000000682e+01 5.910000000000000142e+00 2.500000000000000000e-01 5.000000000000000000e-01 4.097000000000000000e+03 1.506000000000000000e+04 3.001250000000000000e+03 1.125400000000000000e+04 2.555280000000000200e+03 1.013510000000000036e+04 1.337000000000000000e+03 7.977000000000000000e+03 1.138180000000000064e+03 2.586519999999999982e+03 1.200500000000000000e+04 4.501600000000000000e+04 1.800000000000000000e+01 5.357999999999999829e+01 6.715999999999999659e+01 1.751999999999999957e+01 7.600000000000000089e-01 2.000000000000000042e-02
1.000000000000000000e+01 7.800000000000000266e-01 8.826999999999999602e+01 4.900000000000000355e+00 7.600000000000000089e-01 1.499999999999999944e-01 1.018900000000000000e+04 1.202100000000000000e+04 4.970880000000000109e+03 8.737250000000000000e+03 4.184630000000000109e+03 8.485309999999999491e+03 5.820000000000000000e+02 6.789000000000000000e+03 3.021400000000000091e+03 1.598460000000000036e+03 3.976700000000000000e+04 6.989800000000000000e+04 3.400000000000000000e+01 5.364999999999999858e+01 6.776000000000000512e+01 1.792999999999999972e+01 5.799999999999999600e-01 2.999999999999999889e-02
1.000000000000000000e+01 2.009999999999999787e+00 8.850000000000000000e+01 5.360000000000000320e+00 4.000000000000000222e-01 4.400000000000000022e-01 7.265000000000000000e+03 1.733200000000000000e+04 2.538210000000000036e+03 9.912260000000000218e+03 1.797720000000000027e+03 8.832389999999999418e+03 6.630000000000000000e+02 6.921000000000000000e+03 1.811720000000000027e+03 2.821449999999999818e+03 4.822600000000000000e+04 1.883330000000000000e+05 7.400000000000000000e+01 5.389000000000000057e+01 6.768999999999999773e+01 1.860000000000000142e+01 4.799999999999999822e-01 8.999999999999999667e-02
1.000000000000000000e+01 1.280000000000000027e+00 8.692000000000000171e+01 6.230000000000000426e+00 1.499999999999999944e-01 6.999999999999999556e-01 6.384000000000000000e+03 1.214000000000000000e+04 3.540000000000000000e+03 8.719530000000000655e+03 2.863690000000000055e+03 8.298360000000000582e+03 1.405000000000000000e+03 6.824000000000000000e+03 1.456470000000000027e+03 1.307289999999999964e+03 5.310000000000000000e+04 1.307930000000000000e+05 6.200000000000000000e+01 5.364999999999999858e+01 6.590000000000000568e+01 1.826000000000000156e+01 4.400000000000000022e-01 4.000000000000000083e-02
1.000000000000000000e+01 2.649999999999999911e+00 8.812000000000000455e+01 8.449999999999999289e+00 5.100000000000000089e-01 2.800000000000000266e-01 1.768200000000000000e+04 1.329100000000000000e+04 5.981560000000000400e+03 9.909850000000000364e+03 5.758920000000000073e+03 9.036180000000000291e+03 6.300000000000000000e+02 8.029000000000000000e+03 4.066539999999999964e+03 1.625150000000000091e+03 1.615020000000000000e+05 2.675660000000000000e+05 1.000000000000000000e+02 5.409000000000000341e+01 6.723000000000000398e+01 1.789000000000000057e+01 4.199999999999999845e-01 1.100000000000000006e-01
